calories,proteins,fat,carbohydrate,kategori_nutrisi,kategori_nutrisi_encoded
405.0,32.8,17.0,36.5,1,1
35.0,2.9,0.2,0.8,0,0
32.0,2.9,0.2,5.8,0,0
34.0,0.9,1.0,6.7,0,0
47.0,0.5,0.2,10.4,0,0
326.0,22.8,20.3,13.1,1,1
590.0,27.0,49.0,20.9,0,0
623.0,2.0,52.1,36.5,0,0
17.0,0.2,0.1,3.8,0,0
68.0,1.0,0.9,14.0,0,0
180.0,4.0,15.0,10.0,0,0
359.0,3.4,34.7,14.0,0,0
214.0,5.4,5.4,40.2,0,0
111.0,1.5,0.3,27.2,0,0
142.0,16.9,7.8,0.0,1,1
48.0,1.0,0.2,11.9,0,0
380.0,48.9,13.8,23.3,1,1
44.0,1.8,0.6,9.6,0,0
636.0,19.0,63.0,8.0,0,0
657.0,15.0,66.0,13.0,0,0
616.0,13.9,56.2,13.7,0,0
83.0,2.0,0.1,19.1,0,0
142.0,0.9,0.4,33.7,0,0
64.0,12.0,1.0,2.0,1,1
204.0,2.6,20.0,4.0,0,0
151.0,13.8,3.8,14.1,1,1
59.0,18.0,1.1,3.6,1,1
393.0,38.9,13.3,29.4,1,1
357.0,41.1,10.0,25.6,1,1
79.0,18.7,0.5,0.0,1,1
475.0,1.6,25.5,64.4,0,0
137.0,1.3,1.1,29.8,0,0
586.0,4.9,40.6,50.2,0,0
446.0,2.8,14.5,76.0,0,0
448.0,2.7,18.8,67.1,0,0
485.0,1.7,22.2,69.7,0,0
598.0,8.3,43.8,42.6,0,0
478.0,0.9,20.7,72.0,0,0
481.0,2.2,19.7,73.6,0,0
581.0,12.1,40.6,41.7,0,0
542.0,40.3,42.4,11.6,0,0
510.0,12.3,27.9,52.4,0,0
529.0,20.8,31.7,40.2,0,0
486.0,0.2,23.9,67.6,0,0
26.0,1.7,0.4,3.8,0,0
350.0,0.5,0.2,85.9,0,0
444.0,6.9,14.6,71.3,0,0
342.0,16.0,0.4,65.6,1,1
325.0,1.8,0.4,78.5,0,0
504.0,5.6,28.1,57.1,0,0
356.0,9.7,1.1,76.9,0,0
422.0,83.0,4.0,0.0,1,1
345.0,12.0,1.5,71.5,1,1
431.0,11.1,16.2,63.0,1,1
439.0,10.0,16.4,65.7,1,1
485.0,11.5,24.5,59.1,1,1
476.0,0.1,21.1,71.3,0,0
46.7,17.3,17.3,81.3,1,1
340.0,30.0,30.0,52.0,1,1
359.0,17.2,68.2,332.0,0,0
477.0,4.7,20.5,68.5,0,0
588.0,53.7,40.9,1.2,0,0
78.0,0.8,0.4,20.0,0,0
181.0,4.0,1.2,37.3,0,0
163.0,3.0,0.4,35.7,0,0
340.0,11.0,11.0,54.0,1,1
157.0,0.8,0.3,37.9,0,0
154.0,1.0,0.3,36.8,0,0
153.0,1.2,0.3,36.4,0,0
12.0,0.7,0.1,2.7,0,0
9.0,0.5,0.1,1.9,0,0
153.0,7.9,7.7,13.0,0,0
404.0,14.1,16.1,54.2,1,1
212.0,4.0,4.6,38.6,0,0
109.6,2.6,2.6,18.6,0,0
310.0,10.0,24.0,13.5,1,1
73.0,16.4,0.3,0.0,1,1
86.0,1.6,0.2,13.0,0,0
99.0,3.3,0.1,21.2,0,0
25.0,2.4,0.2,4.9,0,0
24.0,1.4,0.2,5.3,0,0
352.0,17.4,1.3,69.0,1,1
129.0,12.3,0.5,35.0,1,1
356.0,20.5,4.1,61.6,1,1
332.0,24.0,3.0,55.0,1,1
141.0,10.2,1.3,23.2,1,1
125.0,8.3,0.7,22.1,0,0
33.0,2.7,0.2,7.9,0,0
344.0,12.5,2.1,69.4,1,1
338.0,22.2,1.5,61.0,1,1
38.0,3.0,0.3,7.9,0,0
46.0,3.0,0.3,7.9,0,0
46.0,2.2,1.5,6.0,0,0
366.0,4.2,4.3,77.5,0,0
370.0,8.0,1.0,82.2,0,0
315.0,2.1,1.4,73.5,0,0
542.0,40.3,42.4,11.5,0,0
21.0,1.7,0.4,3.8,0,0
45.0,2.2,0.3,10.3,0,0
42.0,3.8,0.6,7.8,0,0
113.0,18.1,4.1,0.9,1,1
440.0,3.8,18.5,64.5,0,0
186.7,1.6,1.6,39.6,0,0
338.0,1.5,1.2,80.3,0,0
240.0,1.0,4.0,54.0,0,0
425.0,1.6,8.8,84.6,0,0
591.0,5.6,42.1,47.5,0,0
366.0,4.2,4.3,7.9,0,0
291.0,3.6,11.1,44.1,0,0
182.0,1.0,1.0,40.4,0,0
126.7,0.7,0.7,57.3,0,0
296.0,1.4,1.4,66.4,0,0
304.0,5.3,7.0,54.9,0,0
217.0,1.2,0.5,53.2,0,0
393.3,2.7,2.7,79.3,0,0
380.0,1.0,1.0,92.0,0,0
221.0,7.5,10.2,24.8,0,0
180.0,5.0,5.0,32.0,0,0
512.0,26.0,26.0,60.4,0,0
247.0,2.9,4.2,49.5,0,0
111.0,4.5,1.1,20.7,0,0
22.0,0.4,0.2,4.7,0,0
63.0,2.0,2.7,9.1,0,0
83.0,19.1,0.2,0.0,1,1
515.0,30.6,42.1,13.8,0,0
242.0,19.0,17.0,3.0,1,1
17.0,0.6,0.2,3.8,0,0
51.0,1.7,0.5,10.0,0,0
26.0,0.6,0.1,6.7,0,0
32.0,1.1,0.1,6.6,0,0
166.3,2.7,3.9,29.5,0,0
85.0,5.7,0.3,15.4,0,0
148.0,10.6,0.5,26.2,1,1
142.0,11.0,2.5,20.4,1,1
367.0,46.4,5.4,32.5,1,1
336.0,23.8,1.2,59.7,1,1
56.0,0.9,0.2,14.3,0,0
34.0,2.2,0.3,5.5,0,0
422.0,0.9,10.8,80.4,0,0
389.0,6.6,15.7,55.5,0,0
174.0,17.0,10.0,3.0,1,1
141.0,23.0,1.5,7.6,1,1
159.0,5.0,10.9,10.1,0,0
207.0,7.4,15.4,9.6,0,0
405.0,4.8,5.1,84.9,0,0
15.0,1.0,0.4,1.9,0,0
902.0,0.0,100.0,0.0,0,0
630.0,9.1,65.0,1.1,0,0
372.0,12.0,29.4,14.4,1,1
818.0,1.5,90.0,0.0,0,0
34.0,0.5,0.8,6.2,0,0
36.0,0.0,0.0,10.0,0,0
30.0,0.0,0.0,8.0,0,0
221.3,3.8,3.6,43.4,0,0
320.0,3.5,5.7,63.7,0,0
181.0,2.8,1.2,39.8,0,0
33.0,1.9,0.1,7.4,0,0
240.0,7.8,0.5,51.3,0,0
387.0,16.0,22.0,3.0,1,1
79.0,2.3,5.2,5.8,0,0
19.0,0.9,0.1,4.2,0,0
217.0,11.0,1.7,5.1,1,1
27.0,0.4,0.2,6.0,0,0
163.3,2.8,2.2,33.0,0,0
38.0,1.1,0.3,7.6,0,0
164.0,1.8,2.1,34.5,0,0
294.0,0.3,0.0,79.5,0,0
341.0,0.3,0.0,85.0,0,0
363.0,8.7,0.4,78.7,0,0
63.0,2.4,0.4,12.4,0,0
44.0,0.7,0.2,11.2,0,0
63.0,0.5,0.2,16.7,0,0
46.0,0.4,0.2,11.9,0,0
72.0,0.8,0.2,18.7,0,0
56.0,0.4,0.2,14.6,0,0
86.0,0.7,0.5,19.8,0,0
133.0,1.0,0.1,32.1,0,0
59.0,0.5,0.4,15.1,0,0
52.0,0.7,0.0,12.3,0,0
63.0,0.6,0.6,15.6,0,0
720.0,0.6,81.0,0.4,0,0
144.0,3.5,1.2,29.8,0,0
217.0,2.5,1.0,49.6,0,0
104.0,1.2,0.5,23.7,0,0
265.3,4.7,5.5,49.3,0,0
153.0,4.5,4.2,24.3,0,0
278.0,5.1,8.6,45.0,0,0
200.0,8.9,5.1,29.5,0,0
369.0,2.1,7.0,74.1,0,0
90.0,1.2,0.1,21.1,0,0
276.0,0.0,0.1,71.0,0,0
66.0,5.0,0.7,13.3,0,0
37.0,0.6,0.4,7.8,0,0
322.0,55.8,2.0,22.7,1,1
725.0,0.5,81.6,1.4,0,0
65.0,1.7,0.2,16.1,0,0
359.0,11.5,6.8,64.4,1,1
88.0,0.6,3.3,14.0,0,0
71.0,0.2,0.8,15.9,0,0
339.0,10.0,1.7,6.3,1,1
113.0,3.0,3.2,18.1,0,0
102.0,6.2,3.9,10.5,0,0
114.0,5.3,3.0,16.4,0,0
86.0,0.6,3.3,14.0,0,0
353.0,0.3,0.0,88.0,0,0
102.0,3.0,2.1,17.8,0,0
468.0,7.6,20.4,62.4,0,0
337.0,7.9,11.8,50.0,0,0
105.0,5.9,4.9,9.4,0,0
190.0,0.2,0.4,46.5,0,0
902.0,0.0,100.0,0.0,0,0
902.0,0.0,100.0,0.0,0,0
902.0,0.0,100.0,0.0,0,0
883.0,0.0,99.9,0.0,0,0
870.0,1.0,98.0,0.0,0,0
902.0,0.0,100.0,0.0,0,0
902.0,0.0,100.0,0.0,0,0
884.0,0.0,100.0,0.0,0,0
345.0,8.5,2.2,78.0,0,0
218.0,0.8,16.0,50.2,0,0
128.0,8.0,10.0,1.3,0,0
33.0,2.3,0.5,4.7,0,0
330.0,17.8,23.4,12.1,1,1
478.0,38.3,33.9,5.1,1,1
52.0,0.4,0.2,13.7,0,0
58.0,0.7,0.2,13.3,0,0
165.0,4.2,0.1,36.7,0,0
106.0,1.2,0.3,27.6,0,0
51.0,2.0,0.4,11.3,0,0
180.0,3.0,0.3,39.8,0,0
149.0,2.8,0.4,32.5,0,0
192.0,3.8,8.8,24.4,0,0
276.0,3.2,3.2,30.2,0,0
190.0,4.7,7.5,26.0,0,0
357.0,8.8,0.5,79.5,0,0
207.0,3.5,5.0,37.1,0,0
155.0,10.3,4.2,19.1,1,1
120.0,2.4,0.4,26.0,0,0
253.3,4.3,21.0,11.7,0,0
196.0,14.5,8.3,15.9,1,1
600.0,14.0,41.7,42.0,0,0
387.0,5.3,7.6,74.3,0,0
9.0,2.1,6.0,7.1,0,0
187.0,13.0,6.0,22.6,1,1
376.0,14.9,6.0,65.7,1,1
363.3,19.3,19.3,40.3,1,1
284.0,12.0,14.4,13.6,1,1
306.7,9.0,18.0,27.0,0,0
351.0,11.0,5.3,65.9,1,1
132.0,12.7,3.8,13.7,1,1
187.0,13.0,6.0,22.6,1,1
368.0,6.8,32.0,13.2,0,0
320.0,7.3,18.7,31.0,0,0
40.0,2.0,2.0,3.0,0,0
76.0,5.2,1.8,10.6,0,0
288.6,8.3,8.9,44.3,0,0
115.0,1.5,6.0,14.0,0,0
111.0,0.3,2.7,21.2,0,0
940.0,36.0,42.0,104.0,0,0
117.0,13.7,5.0,4.3,1,1
125.0,10.4,8.6,0.8,1,1
351.0,0.9,0.9,84.9,0,0
342.0,2.3,0.1,83.1,0,0
77.0,3.5,4.6,5.4,0,0
494.0,7.5,36.4,40.1,0,0
42.0,0.3,0.2,10.9,0,0
460.0,28.5,35.2,7.2,1,1
133.8,3.0,1.6,27.0,0,0
61.0,0.2,0.1,14.9,0,0
87.0,10.5,2.5,5.5,1,1
29.0,1.1,0.3,6.6,0,0
16.0,0.8,0.2,3.4,0,0
19.0,1.0,0.4,3.6,0,0
307.0,4.5,13.3,42.4,0,0
362.0,0.5,0.3,86.9,0,0
23.0,1.8,0.3,4.5,0,0
156.0,28.0,4.0,0.0,1,1
75.0,2.5,2.8,10.0,0,0
219.0,19.7,13.6,4.4,1,1
162.0,4.9,3.0,27.8,0,0
156.0,4.2,1.4,31.6,0,0
152.0,4.5,2.3,28.2,0,0
211.0,12.3,6.1,26.6,1,1
243.0,5.2,7.3,39.1,0,0
173.0,7.2,1.2,33.4,0,0
372.0,7.8,36.3,3.5,0,0
174.0,13.1,12.2,2.2,1,1
19.0,0.6,0.1,3.9,0,0
275.0,11.6,11.6,30.2,1,1
26.0,2.1,0.1,4.9,0,0
46.0,0.5,12.0,12.2,0,0
76.0,5.2,1.8,10.6,0,0
400.0,0.0,0.0,95.0,0,0
142.0,10.4,2.0,22.0,1,1
50.0,3.7,1.0,9.0,0,0
161.0,20.0,0.2,24.0,1,1
220.0,15.0,0.1,40.0,1,1
345.0,23.8,1.4,59.3,1,1
220.0,15.0,0.9,38.0,1,1
514.0,1.0,27.8,647.0,0,0
107.0,15.9,0.6,0.4,1,1
157.0,28.0,4.2,0.0,1,1
170.0,31.0,4.2,0.0,1,1
153.0,30.0,2.8,0.0,1,1
142.0,27.0,3.0,0.0,1,1
124.0,9.5,9.6,0.0,0,0
99.0,1.2,0.2,25.8,0,0
68.0,1.3,0.2,17.2,0,0
120.0,1.1,0.2,26.8,0,0
127.0,2.1,0.3,31.1,0,0
220.0,2.3,2.3,6.3,0,0
115.0,1.9,0.2,27.9,0,0
117.0,2.0,0.3,28.9,0,0
100.0,1.4,0.5,23.6,0,0
109.0,0.8,0.5,26.3,0,0
145.0,1.1,0.3,34.5,0,0
96.0,1.0,0.2,22.5,0,0
99.0,1.3,0.2,25.6,0,0
127.0,1.4,0.2,33.6,0,0
127.0,1.4,0.2,31.8,0,0
134.0,1.1,0.5,35.5,0,0
120.0,1.2,0.2,31.8,0,0
118.0,1.2,0.2,31.1,0,0
98.0,1.3,1.2,20.5,0,0
625.0,1.0,0.0,8.1,0,0
113.0,1.2,0.2,26.7,0,0
45.0,2.2,0.3,10.3,0,0
33.0,4.5,0.4,2.8,0,0
216.0,2.6,3.1,44.4,0,0
224.0,26.2,11.3,4.4,1,1
104.0,1.9,4.1,15.1,0,0
25.0,1.5,0.5,3.6,0,0
76.0,4.1,1.1,15.2,0,0
76.0,3.6,0.3,14.6,0,0
163.0,2.2,6.5,23.8,0,0
200.0,1.0,2.4,43.8,0,0
136.0,43.0,2.4,3.0,1,1
76.0,12.1,2.0,2.4,1,1
69.0,0.9,0.1,18.1,0,0
11.0,0.0,0.0,2.7,0,0
76.0,0.5,0.2,18.0,0,0
4.0,0.0,0.0,0.9,0,0
295.0,7.3,8.5,47.5,0,0
394.0,2.2,8.8,76.6,0,0
350.0,0.9,0.4,85.7,0,0
60.0,5.4,2.5,4.0,0,0
81.0,16.2,1.2,0.7,1,1
299.0,29.4,3.6,3.2,1,1
81.0,16.2,1.2,0.7,1,1
27.0,0.6,0.3,5.2,0,0
320.0,7.2,4.2,63.3,0,0
451.0,11.2,20.2,59.7,1,1
497.0,17.0,27.6,50.8,1,1
193.0,22.6,7.9,7.8,1,1
471.0,4.7,21.8,64.1,0,0
75.0,1.6,0.6,15.8,0,0
335.0,5.3,3.5,70.5,0,0
341.0,5.5,16.2,43.3,0,0
350.0,7.5,2.0,75.5,0,0
248.0,8.0,1.2,50.0,0,0
249.0,7.9,1.5,49.7,0,0
153.0,11.3,8.4,8.0,1,1
41.0,1.4,0.3,8.1,0,0
536.0,40.5,41.5,0.0,0,0
110.0,11.5,2.0,11.7,1,1
198.0,24.6,10.7,0.9,1,1
449.0,30.6,25.5,31.9,1,1
338.0,0.6,0.3,83.1,0,0
355.0,0.6,1.1,85.6,0,0
231.0,0.6,0.2,56.6,0,0
291.0,0.5,4.0,63.4,0,0
230.0,0.6,0.2,56.5,0,0
452.0,2.8,14.8,76.8,0,0
347.0,0.9,0.3,85.2,0,0
364.0,0.1,0.2,90.5,0,0
362.0,0.5,0.3,86.9,0,0
354.0,0.8,8.3,68.9,0,0
57.0,0.5,0.1,13.6,0,0
55.0,0.4,0.2,12.8,0,0
87.0,0.8,0.4,20.1,0,0
281.0,2.4,0.7,66.1,0,0
122.0,2.0,10.0,7.6,0,0
324.0,4.2,34.3,55.6,0,0
324.0,4.2,34.3,5.6,0,0
98.0,2.0,0.4,24.5,0,0
212.0,18.0,10.6,59.3,1,1
108.0,17.6,4.2,0.0,1,1
182.0,32.0,6.0,0.0,1,1
301.0,55.0,9.0,0.0,1,1
273.0,17.5,22.0,0.0,1,1
289.0,16.0,25.0,0.0,1,1
174.0,19.6,10.0,0.0,1,1
201.0,18.8,14.0,0.0,1,1
448.0,14.5,42.3,2.3,1,1
183.0,12.0,14.4,1.4,1,1
98.0,21.9,1.1,0.0,1,1
137.0,15.0,8.1,0.9,1,1
274.0,16.0,22.0,3.0,1,1
84.0,10.5,4.6,0.2,1,1
132.0,19.7,3.2,6.0,1,1
123.0,10.4,8.6,0.8,1,1
360.0,57.3,6.0,19.2,1,1
268.0,23.9,12.7,14.5,1,1
126.0,14.0,7.2,1.5,1,1
281.0,37.5,0.3,32.1,1,1
338.0,21.1,27.0,1.0,1,1
344.0,30.0,20.0,43.0,1,1
166.0,2.3,2.8,32.9,0,0
283.0,12.1,16.8,20.9,1,1
110.0,15.5,0.5,11.5,1,1
179.0,22.5,3.5,13.3,1,1
274.0,12.9,18.6,13.6,1,1
126.7,14.0,7.3,1.3,1,1
22.0,2.3,0.3,4.0,0,0
9.0,1.0,0.1,1.7,0,0
30.0,1.9,0.5,4.4,0,0
19.0,1.3,0.2,2.9,0,0
92.0,0.5,1.1,22.4,0,0
64.0,1.0,3.1,8.0,0,0
111.0,0.9,2.3,21.6,0,0
92.0,0.5,1.1,22.4,0,0
29.0,0.7,0.6,5.0,0,0
49.0,1.7,0.3,9.8,0,0
178.0,2.6,13.9,10.6,0,0
133.0,7.3,6.6,11.2,0,0
64.0,2.1,0.6,12.5,0,0
36.0,2.7,0.7,4.8,0,0
49.0,3.1,2.5,3.6,0,0
27.0,1.3,2.0,1.0,0,0
67.0,5.2,2.9,5.1,0,0
57.0,5.4,2.6,3.1,0,0
15.0,1.2,0.2,2.9,0,0
17.0,1.7,0.3,3.0,0,0
19.0,2.7,0.2,2.9,0,0
20.0,1.0,0.1,4.6,0,0
28.0,0.5,0.2,6.9,0,0
192.5,4.5,6.0,30.3,0,0
64.0,0.6,0.3,14.8,0,0
353.0,0.7,0.2,84.7,0,0
88.0,7.9,1.6,10.6,0,0
298.0,8.0,23.8,48.9,0,0
478.0,2.5,21.2,69.2,0,0
213.0,0.0,0.0,55.0,0,0
88.0,3.2,8.0,0.8,0,0
474.0,11.2,42.5,11.7,1,1
81.0,5.1,4.5,5.1,0,0
285.0,1.0,18.0,28.0,0,0
146.0,1.2,0.3,34.7,0,0
173.0,0.5,0.1,42.5,0,0
95.3,4.4,2.2,14.4,0,0
65.0,1.0,0.3,16.3,0,0
213.0,0.0,0.0,55.0,0,0
71.0,7.5,3.6,2.2,0,0
49.0,5.8,0.5,5.3,0,0
68.0,9.0,1.9,3.7,0,0
34.0,5.5,0.8,1.1,0,0
71.0,7.4,2.6,4.5,0,0
12.0,0.5,0.1,2.0,0,0
15.0,0.6,0.1,3.1,0,0
89.0,7.2,5.0,3.9,0,0
42.0,3.9,1.7,2.8,0,0
110.0,2.9,9.5,3.2,0,0
135.0,2.5,8.8,11.5,0,0
127.5,2.6,9.4,8.3,0,0
92.0,11.8,4.3,1.4,1,1
38.0,2.6,2.3,1.8,0,0
60.0,3.5,4.5,1.3,0,0
127.0,5.9,6.6,11.0,0,0
94.0,3.0,6.8,5.1,0,0
75.0,3.6,5.2,3.5,0,0
80.0,3.2,3.5,9.0,0,0
86.0,2.3,8.5,0.0,0,0
117.1,0.4,8.6,9.6,0,0
139.0,7.4,2.1,22.6,0,0
101.0,1.7,0.6,35.2,0,0
75.0,5.6,0.4,12.2,0,0
119.0,1.4,0.2,28.1,0,0
126.0,1.6,0.2,24.5,0,0
418.0,19.0,9.0,65.5,1,1
513.0,24.6,30.0,36.2,0,0
64.0,4.3,2.3,6.6,0,0
41.0,3.5,2.5,5.0,0,0
336.0,8.2,10.0,55.0,0,0
138.0,7.0,7.9,9.9,0,0
160.0,6.3,12.0,7.1,0,0
61.0,3.2,3.5,4.3,0,0
36.0,3.5,0.1,5.1,0,0
359.0,35.6,1.0,52.0,1,1
36.0,3.5,0.1,5.1,0,0
87.0,5.3,5.2,6.3,0,0
90.0,1.5,0.1,21.9,0,0
69.0,1.0,0.1,15.7,0,0
74.0,1.4,0.1,17.2,0,0
347.0,0.5,0.9,84.2,0,0
68.0,7.8,4.6,1.6,0,0
115.0,9.7,8.5,2.5,0,0
328.0,12.6,19.9,24.6,1,1
148.0,13.8,8.5,4.0,1,1
120.0,1.5,0.3,28.2,0,0
163.0,2.3,0.5,36.4,0,0
115.0,1.8,0.5,25.9,0,0
120.0,1.5,0.3,28.2,0,0
98.0,1.9,0.2,23.7,0,0
166.0,10.4,4.9,24.1,1,1
88.0,3.2,2.1,14.0,0,0
76.0,9.0,2.6,6.4,0,0
28.0,3.0,0.8,4.0,0,0
34.0,3.7,1.2,4.3,0,0
104.0,12.9,6.8,1.2,1,1
99.0,1.7,0.3,22.4,0,0
166.0,3.8,1.0,34.4,0,0
172.0,3.0,0.5,37.5,0,0
169.0,1.4,0.3,40.2,0,0
358.0,7.5,4.3,70.4,0,0
277.0,9.1,4.7,49.6,0,0
25.0,4.6,0.4,3.0,0,0
83.0,10.4,3.4,2.8,1,1
132.0,19.5,0.7,67.8,1,1
300.0,28.3,4.8,53.6,1,1
299.0,24.1,3.5,59.0,1,1
34.0,2.0,0.1,7.9,0,0
294.0,8.3,1.7,72.6,0,0
53.0,1.9,0.9,9.4,0,0
162.0,12.8,11.5,0.7,1,1
361.0,19.3,31.9,0.7,1,1
50.0,10.8,0.0,0.8,1,1
383.0,15.1,32.9,8.3,1,1
251.0,16.3,19.4,1.4,1,1
179.0,13.6,13.3,4.4,1,1
386.0,17.0,35.0,0.8,1,1
54.0,11.0,0.0,0.8,1,1
54.0,11.0,0.0,0.8,1,1
320.0,15.1,30.5,0.9,1,1
301.0,20.0,23.7,0.0,1,1
187.0,10.9,12.4,7.9,1,1
195.0,13.6,13.6,1.4,1,1
116.0,10.7,7.0,1.6,1,1
144.0,12.0,10.2,0.0,1,1
425.0,31.0,28.0,10.0,1,1
119.0,4.4,3.5,18.3,0,0
73.0,5.7,1.3,4.2,0,0
76.0,6.8,0.7,10.6,0,0
328.0,18.4,23.2,12.8,1,1
139.0,12.5,0.8,21.9,1,1
212.0,17.5,10.0,12.9,1,1
143.0,12.0,5.5,11.4,1,1
350.0,24.5,26.6,10.4,1,1
201.0,20.8,8.8,13.5,1,1
141.0,10.2,1.3,23.2,1,1
146.0,11.7,2.3,19.6,1,1
131.0,18.0,0.8,13.0,1,1
150.0,14.0,7.7,9.1,1,1
336.0,20.0,28.0,7.8,1,1
240.0,6.0,2.7,49.3,0,0
110.0,1.7,1.3,21.9,0,0
126.0,1.1,2.2,25.7,0,0
355.0,0.7,0.2,85.2,0,0
364.0,7.0,0.5,80.0,0,0
353.0,7.0,0.5,80.0,0,0
353.0,0.8,1.7,83.6,0,0
363.0,1.1,0.5,88.2,0,0
355.0,0.7,0.2,85.2,0,0
364.0,4.5,1.0,83.5,0,0
316.0,60.1,6.5,22.4,1,1
355.0,9.2,3.9,73.7,0,0
355.0,9.2,3.9,73.7,0,0
388.0,19.0,7.5,61.2,1,1
347.0,35.9,20.6,29.9,1,1
347.0,0.3,0.1,85.6,0,0
350.0,1.2,0.6,85.0,0,0
338.0,2.9,0.4,80.6,0,0
353.0,0.7,0.2,84.7,0,0
326.0,4.0,0.4,76.7,0,0
363.0,1.1,0.5,88.2,0,0
353.0,2.9,0.5,84.4,0,0
509.0,24.6,30.0,36.2,0,0
418.0,19.0,9.0,65.5,1,1
362.0,35.6,1.0,52.0,1,1
332.0,5.7,0.6,76.1,0,0
365.0,8.9,1.3,77.3,0,0
354.0,2.8,0.6,84.4,0,0
155.0,22.3,2.9,9.9,1,1
191.0,33.1,3.6,6.6,1,1
174.0,30.0,3.5,3.5,1,1
174.0,30.0,3.5,5.6,1,1
365.0,23.7,22.3,17.5,1,1
462.0,39.1,32.4,3.5,1,1
24.0,1.1,0.2,5.5,0,0
285.0,4.3,25.7,9.5,0,0
39.0,2.3,1.9,2.0,0,0
48.0,1.5,0.3,11.3,0,0
45.0,1.9,0.8,7.5,0,0
23.0,1.8,0.1,4.9,0,0
28.0,1.1,0.2,5.5,0,0
52.0,2.1,1.1,8.6,0,0
52.0,1.1,0.4,11.2,0,0
25.0,2.1,0.1,5.3,0,0
23.0,1.8,0.1,4.9,0,0
59.0,2.9,0.3,13.9,0,0
120.0,2.4,0.4,26.0,0,0
33.0,1.2,1.3,4.1,0,0
516.0,17.7,49.5,0.0,0,0
355.0,6.2,1.2,79.8,0,0
353.0,2.4,1.1,83.4,0,0
395.0,3.2,8.5,76.5,0,0
392.0,5.4,28.5,28.4,0,0
93.6,4.4,1.8,15.1,0,0
23.0,2.9,0.2,4.1,0,0
35.0,5.0,0.2,5.8,0,0
67.0,9.0,2.6,6.4,0,0
28.0,3.0,0.8,4.0,0,0
20.0,1.0,0.2,3.5,0,0
20.0,1.0,0.3,4.2,0,0
24.0,1.3,0.5,4.7,0,0
24.0,2.0,0.7,3.3,0,0
189.0,11.3,15.7,0.6,1,1
48.0,1.4,4.2,2.6,0,0
186.0,1.9,0.2,44.3,0,0
160.0,3.7,1.3,55.3,0,0
100.0,0.7,0.3,23.8,0,0
119.0,0.5,0.4,25.1,0,0
83.0,1.5,0.2,18.8,0,0
123.0,1.8,0.7,27.9,0,0
151.0,1.6,0.3,35.4,0,0
123.0,1.8,0.7,27.9,0,0
114.0,1.4,9.6,25.6,0,0
184.0,1.4,0.3,22.5,0,0
108.0,0.5,0.4,25.6,0,0
165.0,0.9,0.2,39.8,0,0
82.0,5.8,1.3,11.7,0,0
56.0,11.4,0.6,1.2,1,1
81.0,16.5,0.3,3.0,1,1
295.0,62.4,2.3,1.8,1,1
278.0,62.6,4.1,2.2,1,1
273.0,47.8,3.8,12.5,1,1
91.0,21.0,0.2,0.1,1,1
380.0,11.9,30.3,14.9,1,1
241.0,5.8,21.6,5.8,0,0
120.0,2.8,0.5,82.3,0,0
34.0,2.4,0.3,5.5,0,0
130.0,14.0,7.2,1.5,1,1
101.0,2.0,0.2,19.8,0,0
363.0,8.7,0.4,78.7,0,0
303.0,6.3,2.7,63.3,0,0
45.0,0.8,0.9,8.1,0,0
424.0,1.3,10.7,80.7,0,0
568.0,19.3,51.1,18.1,0,0
355.0,3.2,15.1,51.4,0,0
143.0,3.1,7.8,15.0,0,0
452.0,14.5,42.3,2.3,1,1
42.0,1.2,0.6,9.3,0,0
37.0,1.0,0.6,8.3,0,0
28.0,0.7,0.5,6.3,0,0
254.0,3.0,1.1,58.1,0,0
52.0,3.3,2.5,4.0,0,0
